ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige, glace, autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique;Temps passé 1;Temps présent;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Altitude;Longitude;Latitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code)
07481;2016-09-05T14:00:00+02:00;102190;70.0;2;350;6.2;294.95;289.45;71;19600.0;0;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;100.0;8;800.0;;;;99420.0;;;410.0;;;;;;;;8.9;8.9;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;;660.0;3.0;;1050.0;8.0;;1230.0;;;;45.7265,5.077833;LYON-ST EXUPERY;2;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;0;21.80000000000001;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2016-09-05T20:00:00+02:00;102210;40.0;3;340;4.8;293.95;289.35;75;40000.0;1;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;90.0;4;;35;25;;99430.0;;;370.0;292.05;;296.55;;;;;7.0;7.9;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;4.0;6;1500.0;6.0;3;3000.0;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;3;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;1;20.80000000000001;18.900000000000034;;23.400000000000034;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2016-09-15T14:00:00+02:00;101220;0.0;5;200;4.9;294.65;285.25;55;40000.0;1;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;90.0;4;1250.0;32;23;12;98470.0;;;130.0;;;;;;;;6.8;8.8;-10.0;1;0.0;0.0;-60.0;0.0;0.0;0.0;6.0;6.0;;;;;4.0;8;1100.0;2.0;3;4000.0;6.0;0;8000.0;;;;45.7265,5.077833;LYON-ST EXUPERY;5;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;1;21.5;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2016-09-17T17:00:00+02:00;101800;-10.0;5;10;4.5;288.15;283.55;74;20000.0;61;Pluie;6;100.0;7;800.0;38;;;98970.0;;;250.0;;;;;;;;6.5;7.6;-10.0;1;0.0;0.0;-30.0;-0.1;-0.1;-0.1;0.6;4.4;;;;;3.0;8;900.0;7.0;6;1900.0;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;5;Pluie;61;15.0;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2016-09-23T08:00:00+02:00;102500;120.0;3;130;2.1;285.25;284.15;93;4000.0;11;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;1;90.0;4;2250.0;30;28;12;99620.0;;;390.0;284.95;;291.45;;;;;3.5;3.5;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;4.0;3;2100.0;5.0;0;8000.0;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;3;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;11;12.100000000000023;11.800000000000011;;18.30000000000001;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2016-09-28T17:00:00+02:00;102780;-150.0;6;80;1.0;297.15;284.85;46;30000.0;3;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;0;25.0;0;;30;20;11;100010.0;;;310.0;;;;;;;;2.3;3.4;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;2.0;0;8000.0;;;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;6;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;3;24.0;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2016-10-06T23:00:00+02:00;101500;0.0;0;0;0.0;281.65;278.25;79;15000.0;2;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;90.0;1;;30;23;12;98610.0;;;-330.0;;;;;;;;0.0;2.9;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;1.0;3;4000.0;7.0;0;8000.0;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;0;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;8.5;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2016-10-17T14:00:00+02:00;102320;-10.0;8;140;1.7;290.45;286.35;77;20000.0;3;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;100.0;5;450.0;35;27;;99500.0;;;300.0;;;;;;;;2.6;3.9;-10.0;1;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;5.0;6;550.0;3.0;3;3000.0;5.0;3;4500.0;;;;45.7265,5.077833;LYON-ST EXUPERY;8;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;3;17.30000000000001;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2016-10-19T17:00:00+02:00;102100;-100.0;8;340;3.3;285.65;278.75;63;40000.0;1;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;100.0;8;;38;;;99230.0;;;-370.0;;;;;;;;4.5;8.1;-10.0;1;0.0;0.0;-30.0;0.0;-0.1;-0.1;0.2;0.2;;;;;2.0;8;1500.0;8.0;6;1680.0;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;8;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;1;12.5;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2016-10-27T08:00:00+02:00;103160;120.0;1;340;5.9;282.95;281.75;92;7000.0;3;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;100.0;8;250.0;36;;;100240.0;;;680.0;282.95;;286.05;;;;;8.3;8.5;-10.0;1;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;4.6;;;;;8.0;7;200.0;;;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;1;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;3;9.800000000000011;9.800000000000011;;12.900000000000034;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2016-10-29T08:00:00+02:00;103340;-10.0;7;20;2.1;280.85;280.25;96;3690.0;51;Bruine;2;100.0;8;150.0;;;;100390.0;;;-120.0;280.75;;282.75;;;;;3.0;4.7;-10.0;1;0.0;;;-0.1;-0.1;-0.1;-0.1;-0.1;;;;;8.0;;150.0;;;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;7;Bruine;51;7.7000000000000455;7.600000000000023;;9.600000000000023;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2016-08-08T08:00:00+02:00;102380;10.0;0;170;1.1;290.45;286.55;78;30000.0;2;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;0;10.0;0;;30;20;11;99560.0;;;-380.0;288.05;;298.05;;;;;1.6;2.4;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;1.0;0;9000.0;;;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;0;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;2;17.30000000000001;14.900000000000034;;24.900000000000034;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2016-08-09T20:00:00+02:00;102060;0.0;4;310;5.1;290.75;285.45;71;40000.0;1;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;90.0;7;1250.0;35;;;99250.0;;;30.0;290.45;;296.05;;;;;7.2;10.0;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.0;-0.1;-0.1;;;;;1.0;6;1400.0;7.0;6;1800.0;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;4;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;1;17.600000000000023;17.30000000000001;;22.900000000000034;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2016-11-11T01:00:00+01:00;101490;-60.0;8;200;6.6;281.45;280.05;91;15000.0;60;Pluie;2;100.0;7;1250.0;35;;;98600.0;;;-100.0;;;;;;;;8.8;9.3;-10.0;2;0.0;0.0;-60.0;0.2;0.2;0.4;1.4;3.4;;;;;4.0;6;1000.0;7.0;6;1700.0;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;8;Pluie;60;8.300000000000011;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2016-11-13T01:00:00+01:00;102380;30.0;1;150;1.2;276.25;274.95;91;6480.0;3;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;100.0;7;;30;27;;99400.0;;;-80.0;;;;;;;;1.7;3.8;-10.0;1;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;7.0;3;2300.0;;;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;1;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;3;3.1000000000000227;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2016-08-14T11:00:00+02:00;102130;-10.0;8;190;1.2;298.75;286.55;47;60000.0;2;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;0;0.0;0;;30;20;10;99390.0;;;-290.0;;;;;;;;2.4;3.6;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;8;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;2;25.600000000000023;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2016-08-15T05:00:00+02:00;101940;-40.0;6;0;0.0;293.45;283.85;54;40000.0;2;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;0;0.0;0;;30;20;10;99150.0;;;-220.0;;;;;;;;0.0;3.0;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;6;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;2;20.30000000000001;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2016-08-17T11:00:00+02:00;101150;20.0;3;220;3.2;298.55;292.25;68;20000.0;17;Orage(s) avec ou sans précipitations;0;50.0;3;2250.0;39;28;10;98440.0;;;-360.0;;;;;;;;5.8;5.8;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;1.0;8;2300.0;2.0;3;2800.0;2.0;9;2000.0;;;;45.7265,5.077833;LYON-ST EXUPERY;3;Orage(s) avec ou sans précipitations;17;25.400000000000034;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2016-08-17T23:00:00+02:00;101120;40.0;0;150;2.8;295.65;286.75;57;40000.0;2;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;0;40.0;3;;30;27;10;98380.0;;;-80.0;;;;;;;;4.1;4.7;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;-0.1;-0.1;;;;;3.0;3;3600.0;;;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;0;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;2;22.5;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2016-08-20T17:00:00+02:00;101860;130.0;1;350;2.6;290.65;289.35;92;40000.0;1;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;100.0;7;250.0;38;;;99060.0;;;760.0;;;;;;;;3.5;3.6;-10.0;2;0.0;0.0;-30.0;0.0;3.6;6.6;11.8;11.8;;;;;4.0;8;220.0;7.0;8;750.0;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;1;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;1;17.5;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2016-10-10T05:00:00+02:00;102340;-40.0;8;350;1.9;276.55;275.35;92;17050.0;0;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;0;;0;;;;;99370.0;;;80.0;;;;;;;;2.4;3.4;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;8;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;0;3.400000000000034;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2018-03-20T10:00:00+01:00;101240;230.0;1;350;8.3;274.05;269.75;73;9000.0;1;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;100.0;8;450.0;35;;;98270.0;;;510.0;;;;;;;;10.6;11.0;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;8.0;6;510.0;;;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;1;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;1;0.9000000000000341;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2018-03-26T17:00:00+02:00;101570;20.0;2;340;5.7;285.15;276.65;56;15000.0;3;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;90.0;2;1250.0;32;27;;98710.0;;;830.0;;;;;;;;8.6;8.6;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;-0.1;;;;;4.0;8;1000.0;7.0;3;2400.0;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;2;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;3;12.0;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2018-03-28T11:00:00+02:00;101290;-100.0;8;170;4.1;284.45;280.95;79;30000.0;1;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;100.0;5;1250.0;35;27;;98430.0;;;-550.0;;;;;;;;6.4;6.4;-10.0;2;0.0;0.0;-30.0;-0.1;0.2;0.2;0.4;1.6;;;;;7.0;3;;;;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;8;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;1;11.300000000000011;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2018-03-16T16:00:00+01:00;100170;-110.0;5;300;4.6;285.55;277.55;58;40000.0;15;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;90.0;6;1250.0;39;20;13;97350.0;;;350.0;;;;;;;;6.7;10.4;-10.0;1;0.0;0.0;-30.0;0.0;0.0;0.0;0.6;0.6;;;;;4.0;8;1500.0;3.0;6;2200.0;4.0;0;7000.0;2;9;1400.0;45.7265,5.077833;LYON-ST EXUPERY;5;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;15;12.400000000000034;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2018-04-03T23:00:00+02:00;100640;170.0;3;200;3.2;287.65;278.75;55;40000.0;3;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;90.0;2;;35;27;12;97830.0;;;-190.0;;;;;;;;6.2;6.6;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;5.0;3;;7.0;0;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;3;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;3;14.5;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2018-04-06T08:00:00+02:00;101800;0.0;5;200;0.6;277.75;274.95;82;30000.0;2;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;0;25.0;0;;30;20;11;98860.0;;;70.0;276.55;;285.75;;;;;1.4;2.0;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.2;;;;;;;;;;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;5;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;2;4.600000000000023;3.400000000000034;;12.600000000000023;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2018-04-08T11:00:00+02:00;100690;10.0;1;190;3.6;290.75;278.05;43;50000.0;3;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;90.0;2;4800.0;30;23;12;97910.0;;;-620.0;;;;;;;;5.1;6.1;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;7.0;0;;;;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;1;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;3;17.600000000000023;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2018-04-12T20:00:00+02:00;100110;70.0;1;210;3.8;285.95;277.35;56;50000.0;1;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;60.0;1;1750.0;34;27;12;97300.0;;;210.0;280.55;;288.95;;;;;5.7;7.4;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;2.8;;;;;1.0;3;;4.0;0;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;1;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;1;12.800000000000011;7.400000000000034;;15.800000000000011;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2018-04-16T05:00:00+02:00;101400;-10.0;0;60;1.5;282.95;278.95;76;40000.0;3;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;90.0;0;;30;20;12;98520.0;;;-170.0;;;;;;;;1.8;1.8;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;0;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;3;9.800000000000011;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2018-04-22T14:00:00+02:00;101530;-140.0;8;170;4.7;299.55;278.45;26;40000.0;2;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;0;40.0;0;;30;20;11;98810.0;;;-280.0;;;;;;;;8.7;8.7;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;8;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;2;26.400000000000034;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2018-04-23T20:00:00+02:00;101870;-30.0;5;30;2.7;292.45;283.75;57;50000.0;2;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;1;60.0;1;;30;28;12;99080.0;;;440.0;289.65;;293.95;;;;;4.3;7.3;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.0;-0.1;-0.1;;;;;5.0;0;;;;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;5;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;2;19.30000000000001;16.5;;20.80000000000001;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2018-04-26T05:00:00+02:00;102100;0.0;0;330;3.3;285.85;281.35;74;50000.0;3;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;75.0;6;;35;20;10;99230.0;;;410.0;;;;;;;;4.8;4.8;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;-0.1;-0.1;;;;;5.0;6;;;;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;0;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;3;12.700000000000045;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2018-04-26T08:00:00+02:00;102160;60.0;3;340;4.3;285.75;280.65;71;35000.0;1;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;1;50.0;3;800.0;38;20;11;99290.0;;;340.0;285.05;;291.55;;;;;6.5;7.5;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;-0.1;;;;;3.0;6;;1.0;0;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;3;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;1;12.600000000000023;11.900000000000034;;18.400000000000034;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2018-04-27T02:00:00+02:00;101680;-160.0;8;20;0.7;282.05;274.95;61;50000.0;1;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;0;25.0;0;;30;20;11;98780.0;;;-450.0;;;;;;;;1.0;4.1;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;8;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;1;8.900000000000034;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2018-04-27T17:00:00+02:00;100770;-110.0;6;200;6.9;298.05;280.65;33;50000.0;3;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;0;25.0;1;1750.0;31;28;11;98060.0;;;-990.0;;;;;;;;10.5;11.3;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;1.0;3;;1.0;0;;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;6;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;3;24.900000000000034;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2017-06-06T11:00:00+02:00;100890;40.0;0;180;5.4;292.75;286.65;68;40000.0;3;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;2;75.0;6;1250.0;39;20;10;98130.0;;;-610.0;;;;;;;;8.8;8.8;-10.0;2;0.0;0.0;-30.0;0.0;0.8;2.0;2.0;2.0;;;;;3.0;8;1500.0;5.0;6;2200.0;1.0;9;1200.0;;;;45.7265,5.077833;LYON-ST EXUPERY;0;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;3;19.600000000000023;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
07481;2017-06-09T11:00:00+02:00;101690;90.0;1;200;2.8;292.55;284.05;58;35000.0;1;Pluie;2;90.0;1;1750.0;37;27;;98900.0;;;-270.0;;;;;;;;4.1;4.3;-10.0;0;0.0;0.0;-30.0;-0.1;-0.1;-0.1;-0.1;-0.1;;;;;1.0;8;1600.0;7.0;3;3050.0;;;;;;;45.7265,5.077833;LYON-ST EXUPERY;1;Pluie;1;19.400000000000034;;;;;;235;5.077833;45.7265;Colombier-Saugnieu;69299;CC de l'Est Lyonnais (CCEL);246900575;Rhône;69;Auvergne-Rhône-Alpes;84
